book	ספר	noun, media, (m)
channel	ערוץ	noun, media, (m)
computer	מחשב	noun, media, computer, (m)
information	מידע 	noun, media, (m)
internet	אינטרנט	noun, media, computer, (m)
newspaper	עיתון	noun, media, (m)
page	דף	noun, media, (m)
site	אתר	noun, media, (m)
television	טלוויזיה	noun, media, (f)
webpage	דף	noun, media, computer, (m)
website	אתר אינטרנט	noun, media, computer, (m)
