bra	חזייה	noun, cloth, (f)
bracelet	צמיד	noun, cloth, (m)
jacket	ז'קט	noun, cloth, (m)
necklace	שרשרת	noun, cloth, (f)
shirt	חולצה	noun, cloth, (f)
shoe	נעל	noun, cloth, (f)
shoes	נעליים	noun, cloth, (df)
skirt	חצאית	noun, cloth, (f)
tights	גרביונים	noun, cloth, (pm)
trousers	מכנסיים	noun, cloth, (dm)
underwear	תחתונים	noun, cloth, (pm)
