abacus	חשבונייה	noun, computer, mathematics, tool, root=חשב, (f)
calculation	חישוב	noun, computer, mathematics, science, pattern=kittul, root=חשב, (m)
calculator	מחשבון	noun, computer, mathematics, tool, root=חשב, (m)
computation	חישוב	noun, computer, mathematics, science, pattern=kittul, root=חשב, (m)
computer	מחשב	noun, computer, tool, pattern=maktel, root=חשב, (m)
internet	אינטרנט	noun, computer, (f)
password	סיסמה	noun, computer, (f)

