birthday	יום הולדת	noun, party, person, date, (m)
dance	ריקוד	noun, party, culture, (m)
fun	כיף	noun, party, abstract, (m)
gift	מתנה	noun, party, (f)
party	מסיבה	noun, party, culture, (f)
present	מתנה	noun, party, (f)
