king	מלך	noun, work, politics, (m)
kingdom	ממלכה	noun, politics, country, (f)
land	ארץ	noun, politics, country, nature, (f)
petition	עצומה	noun, politics, (f)
president	נישא	noun, work, politics, (m)
queen	מלכה	noun, work, politics, (f)
republic	רפובליקה	noun, politics, (f)
sanctions	עיצומים	noun, politics, (pm)
state	מדינה	noun, politics, country, (f)
