fork	מזלג	noun, tool, (m)
glue	דבק	noun, tool, (m)
knife	סכין	noun, tool, (m)
plate	צלחת	noun, tool, (f)
scissors	מספריים	noun, tool, (dm)
spoon	כף	noun, food, (f)
tablespoon	כף	noun, tool, (f)
